MCNo,Event Number,Rating (0-3),E1 (GeV),px1 (GeV/c),py1 (GeV/c),pz1 (GeV/c),E2 (GeV),px2 (GeV/c),py2 (GeV/c),pz2 (GeV/c)
1331,1198833032,2,7.43387,-1.50604,1.02322,7.20667,3.07975,-0.891444,-1.27934,2.65374
1332,1198847679,2,11.386,0.0759361,-3.28128,-10.9022,8.11089,-1.1333,-1.12572,-7.95134
1333,1198914909,2,9.81433,-3.0479,-3.38002,8.69458,5.52781,-1.31367,0.292053,5.36046
1334,1199000330,2,5.40416,-1.41116,-0.942291,5.12977,8.08795,0.932803,1.20337,7.94264
1335,1199043114,2,7.83566,2.23935,-1.3942,7.37753,11.1978,-0.170933,-2.74847,10.8533
1336,1199074352,0,11.6417,4.41601,-2.87876,-10.3793,3.22255,0.759354,0.718503,-3.04644
1337,1199110592,2,9.03213,1.37981,-2.25667,-8.63549,6.00798,-1.47442,-1.46762,-5.63532
1338,1199149215,2,11.8834,5.30268,0.237505,10.6315,5.13019,1.0269,1.67555,4.73769
1339,1199157736,2,6.32047,1.25987,-0.152683,6.19085,5.77704,0.378722,-2.09475,5.36951
1340,1199204110,0,8.36158,-2.95293,3.21693,-7.12997,3.68172,1.02663,-0.316769,-3.51988
1341,1199227836,0,6.97463,0.940983,-1.44935,-6.75635,10.0978,-3.81384,0.327322,-9.34351
1342,1199229071,0,16.6455,-4.89894,1.49914,15.8371,5.05073,-0.000131976,1.04802,4.93967
1343,1199245008,2,7.01244,-0.241179,-4.92635,4.98357,4.76177,-0.913306,-0.513178,4.6439
1344,1199251718,2,26.5681,-4.84556,1.87121,26.0551,14.5733,-1.90127,-2.12997,14.2905
1345,1199269580,2,6.56893,1.52859,1.84477,-6.11555,6.02817,1.22375,-0.342244,-5.89177
1346,1199322522,3,4.13624,-4.0661,-0.530769,-0.531482,3.99359,-2.08017,3.40535,-0.118797
1347,1199338191,2,8.42191,0.130341,-1.62741,-8.26147,2.65416,-1.15183,0.170458,-2.38278
1348,1199410010,2,12.4911,-2.71761,0.433245,12.1837,5.85534,-1.17827,1.88487,5.41598
1349,1199425848,2,9.85162,1.28907,1.3821,9.66806,3.04463,-0.77946,0.33162,2.92251
1350,1199429789,2,10.3392,2.20048,0.361947,-10.0952,4.73925,1.11374,-1.21813,-4.44129
1351,1199508070,2,7.65117,1.61326,1.39678,7.34681,4.53941,-1.51505,2.38539,3.551
1352,1199563756,2,10.8169,-3.56248,1.72857,-10.0656,6.74744,-0.260989,2.19103,-6.37558
1353,1199585155,0,5.97582,-1.37554,-0.32888,-5.80508,7.14626,0.0867643,3.85185,-6.01778
1354,1199593307,0,6.45526,-1.81369,4.21455,4.53953,16.4081,1.22143,7.65493,14.4612
1355,1199596130,0,7.15983,2.94982,1.35698,-6.38037,4.91201,0.162354,-1.02859,-4.7992
1356,1199614418,2,41.6094,3.33067,-11.9954,39.7032,7.28173,-0.220902,-2.41106,6.86662
1357,1199615866,2,9.82294,-3.57336,-6.64701,-6.28708,2.85591,0.750498,-0.634572,-2.67939
1358,1199616951,2,9.35177,-1.54551,1.70312,9.06395,3.23351,0.86698,0.30787,3.09806
1359,1199706464,0,4.53077,-1.04656,-0.182348,4.4032,7.55357,0.709077,-2.28881,7.16267
1360,1199741642,3,28.0423,-8.7329,-0.492749,-26.6431,12.9923,-4.9231,1.64394,-11.91
1361,1199775755,2,6.74222,-1.09941,-1.19266,-6.54334,5.06429,-0.781128,0.962323,-4.90914
1362,1199850881,2,7.59214,-2.9959,-1.02073,-6.90016,5.40037,-1.12474,2.27129,-4.7675
1363,1199872774,0,3.81155,3.11879,2.00197,0.884311,3.29539,0.284233,-0.798583,3.18275
1364,1199884492,0,7.74125,-1.29272,-4.541,-6.13384,3.77415,-0.851138,0.708264,-3.60651
1365,1199908609,2,7.71498,1.50856,1.797,-7.3488,3.71693,1.15771,-0.707877,-3.45877
1366,1199937701,1,4.54293,-0.543445,3.89489,-2.27191,3.73325,-1.57643,0.716676,-3.30564
1367,1199940683,2,7.08826,-2.25605,0.0982143,6.7181,5.56672,0.0396992,-1.32732,5.40498
1368,1199951454,0,25.3788,4.22184,5.36243,-24.4436,5.46984,2.40821,0.403231,-4.89345
1369,1200021184,2,8.28651,-0.0127815,2.26186,7.97113,6.6705,1.77465,1.04243,6.34416
1370,1200034370,0,8.51739,1.72715,2.10133,-8.07069,5.82454,-2.15213,0.161344,-5.40892
1371,1200043553,3,13.2475,-3.46158,0.855821,12.7582,11.6158,-2.74797,-2.12246,11.0842
1372,1200064194,2,11.9861,1.9106,-1.43376,-11.7451,5.54741,-1.19011,0.119615,-5.4159
1373,1200069376,2,10.7724,-0.0919091,3.04293,10.3328,5.99351,2.04694,-0.651033,5.59438
1374,1200088608,0,4.81078,4.3326,-1.1798,1.72311,11.4104,8.17009,-5.95228,5.29216
1375,1200098033,2,10.3072,-0.806719,-5.91905,-8.39887,2.9328,-0.662636,-0.38744,-2.8286
1376,1200111806,2,3.47722,-1.14623,0.540226,3.23639,8.83655,0.191925,1.99254,8.60618
1377,1200131604,2,4.53468,-0.371184,-1.48691,4.26656,6.007,1.51036,-0.297488,5.80544
1378,1200133096,2,5.49147,0.271361,-2.66342,4.7935,9.65181,-0.204832,1.79293,9.48102
1379,1200140096,0,7.98459,-1.17619,-1.75119,7.70016,6.5187,1.09571,-1.18346,6.31515
1380,1200143756,2,12.6256,1.51163,-2.95672,12.1806,3.05858,0.963818,0.31572,2.88359
1381,1200160838,0,19.201,-3.55254,-1.27853,18.8258,5.83651,-1.58384,-1.38132,5.444
1382,1200163699,2,8.20266,-5.89277,1.11112,5.59581,3.95974,0.0245888,1.15902,3.78477
1383,1200197494,3,17.0948,-3.08912,-5.06934,-16.0306,26.0783,-1.14338,-6.67178,-25.1842
1384,1200239318,0,5.75355,2.53776,-1.61026,-4.905,5.63192,-1.11782,0.256232,-5.51291
1385,1200298984,2,16.0185,-3.04097,0.719521,15.7104,7.57266,-1.46935,-1.46001,7.28309
1386,1200315640,0,19.1932,-3.56637,0.247898,-18.857,6.53075,-2.36323,0.865229,-6.02545
1387,1200363794,2,8.15832,0.996107,-1.32116,7.98807,6.28717,-1.9722,-0.812168,5.91338
1388,1200377966,2,51.5185,-9.10015,-2.62498,-50.6403,5.12144,-1.09102,0.373269,-4.98882
1389,1200404974,2,11.5454,2.07286,1.93938,-11.1905,5.76351,0.929299,-1.20506,-5.55798
1390,1200425463,3,6.52284,-1.21468,0.546692,6.38451,5.11781,-3.41739,1.40558,3.53929
1391,1200506930,2,6.03902,-1.3041,2.1219,-5.5005,6.7644,-1.64636,-0.395138,-6.54823
1392,1200510924,2,8.41752,2.33842,-1.24681,-7.98879,3.7921,-0.20941,-1.11005,-3.6184
1393,1200530916,2,9.83928,-0.732446,2.36222,-9.5228,7.44908,-2.96348,0.458999,-6.81797
1394,1200593886,0,6.86617,-1.00728,1.16886,-6.68972,4.09898,1.32195,-0.667634,-3.82063
1395,1200618776,0,6.14807,-1.53602,-0.51936,-5.92946,5.75409,-0.0540834,-2.12571,-5.34573
1396,1200631740,0,17.6427,1.28459,6.68936,16.2744,3.09733,0.956429,0.321613,2.92645
1397,1200682383,2,9.12389,-2.30373,0.134192,-8.8266,5.305,-0.621182,1.93204,-4.90033
1398,1200732939,2,12.6618,-3.59733,0.702591,12.1192,4.50209,-0.276672,1.12206,4.34995
1399,1200748759,2,8.12124,-1.2506,0.990368,7.96232,3.95694,-0.862807,-0.892849,3.75561
1400,1200797110,2,7.40298,1.07357,1.57145,7.15338,3.61346,-1.63726,1.00555,3.05846
1401,1200928534,2,7.88447,0.515145,-1.81384,7.65495,4.4996,-1.43289,-0.80009,4.18831
1402,1200930035,2,8.31577,0.762634,2.6843,7.83286,11.5897,-0.751539,2.03347,11.3847
1403,1200953351,2,13.0731,-1.03201,-4.02638,-12.3943,3.45528,1.0085,-0.543249,-3.25816
1404,1200963162,2,15.8393,-3.5329,-3.12737,15.1199,3.69899,1.43452,-0.471264,3.37512
1405,1201000558,2,11.0674,-1.20056,-1.73844,10.8634,3.59281,-1.09595,0.462999,3.38846
1406,1201002301,2,11.582,0.268095,-2.29214,11.3493,3.04789,0.0549532,0.982089,2.88287
1407,1201002998,2,7.7794,1.38524,-2.51282,-7.23013,7.80085,1.31784,-0.36526,-7.67932
1408,1201034749,2,11.8019,0.423011,-3.84821,11.1483,6.87421,1.72623,-0.369988,6.6428
1409,1201081337,0,6.47405,0.8375,-1.67094,-6.19748,5.35478,-1.16382,-1.80166,-4.90531
1410,1201109714,2,4.62128,-0.88953,-1.45054,-4.29531,6.27983,1.30896,-1.16743,-6.029
1411,1201180398,2,18.6684,-3.76417,0.360252,-18.2811,4.76023,-1.05023,-1.29039,-4.45876
1412,1201182980,2,14.2151,3.30216,-0.55378,13.8147,3.15699,-0.618564,0.427879,3.06427
1413,1201256284,2,6.50327,0.454227,1.96654,6.18125,4.03519,-1.67403,-0.18615,3.66532
1414,1201278732,2,7.22914,0.0463793,-2.82904,-6.65159,4.7791,1.5479,0.0618049,-4.51982
1415,1201330883,2,8.18028,-2.04546,0.222627,7.91659,2.94948,0.0583716,-1.4506,2.56527
1416,1201333140,2,4.18135,3.81497,-1.52908,-0.761824,3.18257,0.697585,0.70779,-3.02159
1417,1201346927,2,12.2908,-0.791617,3.0193,-11.8874,5.91067,-0.762007,-1.28719,-5.71728
1418,1201352719,2,6.69331,-1.55442,0.365645,6.49918,5.51565,1.28964,-0.376072,5.34852
1419,1201361735,2,7.45081,1.78812,1.59443,7.05434,5.92687,2.06321,-0.937334,5.47551
1420,1201374037,2,14.1101,1.95004,3.42906,-13.547,6.53578,-0.674015,1.57319,-6.30683
1421,1201427615,0,4.97096,2.07141,3.60254,2.72586,5.32113,0.46293,1.11426,5.18144
1422,1201428382,2,7.72557,-1.27304,1.09074,-7.54075,5.62085,-0.0353561,-1.38611,-5.44612
1423,1201470101,3,11.2981,-0.985082,2.59441,10.9515,7.7382,-1.66029,3.89411,6.47672
1424,1201488827,2,6.84236,1.93742,-3.74049,5.39091,6.23878,1.56901,-0.393283,6.02451
1425,1201507548,3,10.5766,2.00386,-0.89284,-10.346,7.82573,0.511718,1.8045,-7.5969
1426,1201507626,0,14.0052,-4.67707,-2.72095,-12.9172,3.79883,-0.28554,-1.05228,-3.63746
1427,1201517285,2,4.95402,-0.133311,1.10672,-4.82583,3.65894,-1.0916,-1.32398,-3.22989
1428,1201536247,2,10.1759,-1.91759,1.67102,9.85234,4.93057,-1.33599,-0.730017,4.68845
1429,1201558026,2,23.2878,4.5879,-3.24346,-22.5996,4.98295,-0.948255,0.203692,-4.8865
1430,1201585715,2,18.4636,-3.75716,-0.548366,18.0687,5.83851,-0.823745,1.10117,5.67326
1431,1201642358,2,8.4746,0.0230185,2.17835,8.18914,4.54531,-2.37886,0.288499,3.86089
1432,1201714927,2,9.82333,0.419625,-2.76201,-9.4171,7.08451,-1.36284,-1.36154,-6.81674
1433,1201726138,2,6.98433,-1.60188,-1.34785,-6.66236,4.21165,0.0226006,0.900737,-4.11278
1434,1201748408,2,12.2742,-2.34823,0.3251,-12.0427,3.42723,-0.200164,1.37367,-3.13172
1435,1201759705,2,21.5025,-3.36232,2.07626,21.136,6.15868,-0.401374,1.95821,5.8243
1436,1201771019,2,7.14176,1.32657,-1.21907,-6.90996,3.21429,-0.875152,0.138205,-3.08796
1437,1201804106,2,10.8716,0.575978,2.23156,10.624,8.53223,-1.51029,1.7258,8.21757
1438,1201825774,2,8.21104,-2.42142,-0.511815,-7.82846,6.03736,-1.42005,1.65939,-5.62747
1439,1201851731,0,7.97713,-1.1041,1.08109,-7.82532,3.00094,-0.914916,-0.758004,-2.75369
1440,1201905788,2,9.53466,-1.68653,2.03776,9.15979,4.338,1.09756,0.241987,4.18854
1441,1201929478,2,10.1435,-2.13435,-3.3371,-9.33745,3.15138,1.16952,-0.605964,-2.86096
1442,1202095871,2,4.05198,-0.975511,1.25095,-3.72704,6.67187,-2.31426,-1.48013,-6.07915
1443,1202149122,0,7.79412,-2.29064,0.726315,-7.41367,6.70003,0.980779,1.45411,-6.46552
1444,1202158541,3,7.09179,4.2343,0.459041,-5.66942,9.78638,4.402,-2.12137,-8.47846
1445,1202164866,2,11.2157,4.89832,1.56072,-9.96749,6.10768,4.26213,1.68284,-4.03669
1446,1202176509,2,13.1519,-1.74419,3.72281,12.4924,5.23043,-1.20012,0.190821,5.08621
1447,1202188247,2,11.4399,2.40884,-0.330335,-11.1781,4.31532,0.824824,1.35525,-4.01171
1448,1202195273,2,21.5205,4.26896,-3.83179,-20.7416,3.39284,0.301373,-1.71972,-2.90723
1449,1202196998,2,6.18475,2.55745,-0.238779,-5.62516,5.03362,-0.159784,1.10867,-4.90627
1450,1202228595,3,11.0771,-3.48944,0.889997,10.4749,8.52972,-1.1256,2.00902,8.2123
1451,1202243796,2,11.4573,2.4601,1.90276,11.0266,11.5302,-0.929663,-1.71464,11.3636
1452,1202248147,2,11.1102,0.202151,-3.11409,10.6624,3.59581,1.15923,-0.311276,3.38792
1453,1202274998,2,12.4342,1.45499,-1.99549,-12.1861,7.53996,-1.41005,-0.467092,-7.39145
1454,1202297581,2,6.56499,3.32439,-0.867835,5.59315,4.15627,0.131511,2.03418,3.62053
1455,1202328775,2,10.1467,2.17837,0.610989,-9.8907,4.49546,0.278922,2.38192,-3.80087
1456,1202396673,2,10.732,-1.24467,2.56694,10.3454,3.6312,1.22527,0.974229,3.27476
1457,1202459043,0,10.4769,-0.13947,2.95825,10.049,5.42311,1.37039,-1.55644,5.00984
1458,1202475535,3,7.83886,0.351515,-2.51625,-7.41495,6.90057,0.580025,-4.72282,-4.99652
1459,1202506850,2,6.67824,2.23198,-0.517878,-6.27199,3.75244,0.453682,1.11296,-3.55318
1460,1202522543,2,9.01839,1.78852,0.856223,-8.79706,3.27827,0.921069,-1.3029,-2.86181
1461,1202550806,2,7.57464,-0.788385,-1.51602,-7.37862,4.43589,2.38208,-1.20465,-3.54125
1462,1202576711,0,5.49303,0.461488,-1.41717,5.28591,5.71845,-1.51769,-0.80222,5.45367
1463,1202636153,0,6.48313,-0.161347,1.51019,-6.30183,3.78659,-0.993529,-0.36748,-3.63386
1464,1202707554,2,5.8706,1.28884,-1.97983,5.37326,3.41907,-0.838763,-0.55135,3.26671
1465,1202738360,2,8.53496,-3.08684,0.0890123,7.956,4.47669,-0.359615,1.38924,4.23913
1466,1202949444,0,8.25373,3.54223,-0.0536023,7.45403,4.61533,0.286399,1.24446,4.43389
1467,1202969813,0,21.292,6.10359,-3.3251,20.1253,7.14171,2.56154,-0.00352807,6.66568
1468,1202971907,2,7.03234,1.36176,-1.38396,6.75817,6.09749,3.52765,-1.20221,4.82479
1469,1203062182,2,11.2046,3.88312,2.25456,-10.265,3.87983,-0.359489,1.0335,-3.72083
1470,1203065804,2,12.7282,-1.24285,-1.92853,12.5193,3.62156,-0.918201,0.538949,3.4599
1471,1203087805,3,4.50754,-0.740615,4.2068,1.43566,5.37325,-1.47543,4.91081,-1.6024
1472,1203101602,2,6.99477,-1.13139,1.1606,6.80357,4.08722,1.61184,-0.0837898,3.75355
1473,1203117777,2,12.5386,3.1359,1.9557,11.9811,4.2194,1.48967,-1.10632,3.78803
1474,1203147686,2,11.1435,3.82067,1.92931,10.2881,7.0266,-0.524865,1.68111,6.80149
1475,1203245871,3,13.2421,-2.59485,2.11723,12.8112,15.2431,-3.49093,-0.751485,14.8186
1476,1203281683,3,9.84812,0.794672,-1.90018,9.62975,6.30269,-0.445695,-3.70642,5.07705
1477,1203390149,2,7.68054,2.51023,-0.0544148,7.25778,4.63483,-1.23502,-0.308913,4.45531
1478,1203501857,2,10.8729,1.96633,-0.656479,10.6729,4.55729,-1.04344,-0.179953,4.43132
1479,1203537574,3,11.3456,-5.12648,1.36985,10.0277,9.25456,-2.90891,-1.22141,8.69954
1480,1203565113,2,12.3927,-4.77651,1.99447,-11.2594,6.17884,-0.413409,3.76989,-4.87688
1481,1203578446,0,6.06433,-3.50715,0.90075,4.86348,3.94327,0.876757,0.769126,3.76536
1482,1203605045,2,7.41972,0.56886,-2.06986,7.10163,3.78029,-1.27108,0.309824,3.5451
1483,1203609128,0,7.77404,4.09608,-6.50589,1.14896,4.00493,0.270961,-3.97962,-0.342866
1484,1203640918,2,13.8867,3.4045,-3.07714,13.1061,3.61403,0.706366,0.546683,3.50032
1485,1203663031,2,11.8748,-2.80695,0.6155,11.5214,8.77322,-2.70826,-1.96431,8.10957
1486,1203680428,2,8.7774,1.51965,2.76815,8.189,5.42559,-1.17615,0.494429,5.27239
1487,1203791035,2,11.1053,2.56205,-1.59839,-10.6863,5.40349,-0.416819,1.04878,-5.28326
1488,1203818940,0,3.58703,0.803924,3.49154,-0.13581,5.27263,0.379546,2.013,-4.85729
1489,1203829124,0,29.0739,-1.14632,8.86695,-27.6649,3.37247,-0.734329,0.181218,-3.28486
1490,1203860040,2,17.8829,2.51962,-2.07457,17.5823,3.65149,-0.310726,-1.58486,3.27321
1491,1203862073,2,12.9925,-0.813203,3.63681,-12.4461,5.87814,-1.15939,0.291541,-5.75432
1492,1203916079,2,8.82126,1.40487,2.37654,-8.37746,3.19357,-0.905332,0.505469,-3.01871
1493,1203919444,2,9.73692,1.10891,1.67695,9.52652,5.28596,-0.987178,1.04029,5.0866
1494,1203975872,2,9.5403,-2.13487,-0.44787,9.28697,5.75404,-0.572074,1.1225,5.61343
1495,1204011313,2,6.56453,1.00894,0.699174,-6.44787,5.77325,-0.788069,1.63842,-5.47849
1496,1204072454,2,4.68428,0.123936,3.50458,-3.10386,3.64469,-0.250309,-1.47334,-3.32254
1497,1204075631,2,7.54414,2.52085,1.06524,7.02947,3.16879,-0.517734,1.0522,2.94192
1498,1204081909,0,8.5605,-1.21735,-2.01035,-8.23089,4.59359,0.153259,1.69419,-4.26569
1499,1204159865,2,14.1347,2.51249,-2.33124,-13.7125,6.96534,1.42894,0.642843,-6.78599
1500,1204243460,2,3.26796,0.0753958,-1.45719,2.92221,5.79458,1.89152,0.45957,5.45682
1501,1204260178,2,16.6349,-0.200846,-3.59352,-16.2405,3.40511,-0.994076,-0.299171,-3.24128
1502,1204277546,2,8.89314,1.96311,-2.5455,8.29116,2.94195,0.99364,0.594252,2.70249
1503,1204313811,2,6.32749,-2.3877,-1.04478,-5.76483,6.2669,-0.716091,1.18293,-6.11152
1504,1204374558,2,15.29,-3.4081,2.29243,-14.7276,7.39802,-0.0246842,1.94095,-7.13804
1505,1204392843,2,7.21483,-0.966986,-1.00895,-7.0774,3.48579,0.829356,-1.11111,-3.19643
1506,1204398339,2,13.7458,-3.3337,-0.750544,13.3139,5.74961,-0.746218,1.42211,5.51975
1507,1204447626,2,13.859,-1.43991,-3.39459,13.359,4.64449,0.919335,-1.11562,4.41252
1508,1204447942,2,10.384,1.88537,-3.67911,9.52499,4.65592,-0.738256,0.635378,4.55167
1509,1204510810,2,10.0738,0.903358,1.76957,-9.87532,5.11863,-0.244057,-1.0601,-5.00059
1510,1204515164,2,11.7483,-1.32404,2.44693,11.4136,3.96411,0.186744,-1.29536,3.74034
1511,1204516003,2,9.60739,1.8941,0.701589,-9.39207,4.93282,0.0198249,-1.64932,-4.64768
1512,1204587190,0,25.2991,4.92281,1.342,-24.779,3.56988,0.427041,1.21761,-3.32685
1513,1204594819,2,7.94956,1.86718,-1.14094,-7.64174,13.0226,2.93925,1.74786,-12.5651
1514,1204603551,2,7.34047,-3.56514,-0.992063,-6.33853,6.45221,-1.74889,2.48201,-5.69218
1515,1204648554,0,32.7556,6.28369,0.458103,-32.1438,5.97897,1.04032,1.35847,-5.72793
1516,1204665869,2,11.1265,3.7668,-1.48388,-10.3633,3.99629,0.564699,0.792807,-3.8745
1517,1204675053,2,11.041,-0.121381,3.26746,-10.5452,3.40828,-1.02168,0.219202,-3.24242
1518,1204677207,0,9.64268,-1.39953,1.72794,-9.38219,3.23083,-1.54764,0.206872,-2.8265
1519,1204686618,0,12.4144,0.968119,-2.0328,12.208,4.93118,2.02904,-1.38447,4.27453
1520,1204702432,2,7.50135,-1.70881,0.427581,7.29083,3.3326,0.698508,-1.01444,3.09484
1521,1204778631,2,18.6398,4.50503,-0.0134149,-18.0868,5.64546,0.398282,1.72911,-5.35832
1522,1204784993,2,10.7079,1.18681,2.28163,10.3939,5.20002,-0.0337938,-0.982837,5.10509
1523,1204829885,2,5.33658,-0.579911,-2.28515,-4.7864,3.49212,0.750434,0.707382,-3.3347
1524,1204831659,2,15.7355,4.1791,0.0310322,-15.17,3.23821,-0.650059,-0.685728,-3.09548
1525,1204857890,2,9.31187,3.35144,-1.59085,-8.54031,3.41379,-0.517985,-1.60862,-2.96426
1526,1204861104,2,6.21024,-1.52273,2.23282,-5.59032,6.66204,0.841498,0.966125,-6.53683
1527,1204884373,2,8.02537,-1.85453,0.83321,7.76285,3.65763,-0.566303,-1.16914,3.41753
1528,1204916578,0,14.7782,1.88845,-3.62614,-14.201,4.20831,-0.90127,0.14015,-4.10692
1529,1204957106,2,7.25974,1.19292,-5.05729,5.06887,3.84149,0.963346,-0.181501,3.7128
1530,1204980140,2,6.83859,1.83468,2.36588,6.14749,5.35099,0.642465,-1.05925,5.20453
1531,1205008470,2,10.3683,2.52367,-3.26909,9.50975,3.35608,-0.444091,0.826073,3.22063
1532,1205068192,2,13.8814,2.70223,0.111725,-13.6149,4.91634,-0.782859,-0.726616,-4.79775
1533,1205077725,2,6.33146,-0.694048,-1.54412,-6.10001,4.60748,0.481526,0.813958,-4.50813
1534,1205114044,0,6.11537,0.453086,-1.07077,-6.00289,3.51233,0.68301,0.840581,-3.33949
1535,1205129741,2,9.94625,4.11851,0.108025,-9.05223,6.92337,1.35991,-1.97102,-6.4952
1536,1205168991,0,9.62526,-1.51577,1.30944,-9.41394,3.27493,-1.47973,-0.31201,-2.90293
1537,1205241547,0,5.42391,-2.98531,-0.312214,4.51642,4.40254,0.842609,0.795269,4.24603
1538,1205246256,2,10.8954,0.698213,2.19703,10.6482,5.2547,-0.394158,-1.0511,5.13231
1539,1205251309,2,11.1108,-0.936175,-2.73023,10.7288,2.83857,-1.02395,0.41965,2.61185
1540,1205253136,2,8.37911,-1.2578,-2.45834,7.9103,7.88801,1.28522,-2.30138,7.4338
1541,1205301827,2,12.9449,1.50817,4.68545,11.9721,2.97694,-1.12274,0.366175,2.73064
1542,1205309103,2,11.6078,-3.83779,0.227077,10.9522,5.09293,-0.0855702,1.16547,4.95592
1543,1205309734,2,6.4008,1.11724,1.42245,6.13901,6.65589,-0.311132,-1.33548,6.51225
1544,1205312346,2,7.8263,-1.4089,0.815132,7.65443,7.90602,0.198921,2.34804,7.54594
1545,1205380444,2,10.2808,3.64848,0.0967909,-9.6106,5.98773,-0.943127,0.494786,-5.8913
1546,1205391888,2,10.339,-2.26026,1.19246,-10.0176,4.84744,-2.03377,-2.29128,-3.75504
1547,1205449441,2,29.0004,-5.90596,1.39987,28.3579,3.13223,-0.507271,-0.508812,3.04688
1548,1205451006,2,6.59268,-1.11729,-0.756694,6.45223,9.89736,1.82617,-0.327038,9.72136
1549,1205455393,2,9.7088,-3.08137,-2.02972,-8.97971,4.35543,0.626184,-1.87362,-3.88021
1550,1205565311,2,8.71971,-1.10932,-3.16559,-8.04802,6.00978,-1.20563,0.281353,-5.87994
1551,1205659386,2,8.48254,-1.35383,1.32471,-8.26769,2.99984,0.839679,0.764316,-2.77464
1552,1205664443,2,8.71772,1.99824,0.302456,-8.47956,5.68316,-0.18056,1.78337,-5.39205
1553,1205742579,2,8.63151,1.70408,-0.671768,-8.43426,5.56776,0.120717,-1.77078,-5.27622
1554,1205809449,0,10.7646,-1.14509,1.78693,10.5528,5.81542,0.355697,-2.11602,5.40407
1555,1205816004,2,7.15232,0.523382,3.75022,6.06683,7.08067,-1.60814,1.71225,6.67884
1556,1205910981,2,7.04209,-1.63258,2.23879,6.4732,3.27405,-0.869784,-0.625186,3.09207
1557,1205925154,2,7.6084,-3.12469,-0.917647,6.87538,6.72881,-0.800397,-1.95749,6.38696
1558,1205934331,2,13.1286,0.976631,-3.20676,-12.693,4.44466,1.96846,-0.370926,-3.96628
1559,1205934966,0,5.92638,2.63236,0.557229,5.2793,8.69024,-0.239849,3.18387,8.08174
1560,1205965456,2,12.3528,0.265866,2.14337,-12.162,3.8197,0.549012,-0.974834,-3.65064
1561,1205987858,2,11.4969,-1.73281,3.61769,10.7739,6.58481,1.05654,1.25642,6.37602
1562,1205988928,0,5.27295,2.25037,-3.76713,2.92189,2.8794,-0.469901,0.991642,2.66001
1563,1206013413,2,44.4177,-7.93137,10.2113,-42.4941,5.75774,0.247023,1.13691,-5.63798
1564,1206050164,2,9.19471,0.542886,-3.2961,8.56577,3.85098,-0.809992,-0.335203,3.74839
1565,1206050451,0,5.39758,-0.0923076,1.18838,5.26326,3.60044,-0.095966,-1.39679,3.31539
1566,1206051532,2,7.56001,-1.68746,2.48974,6.93514,3.06078,0.718697,-0.415989,2.94408
1567,1206071093,2,7.68988,-1.68699,-0.453822,7.48807,5.02601,0.510074,1.06751,4.88363
1568,1206262127,2,9.67151,2.74783,2.43309,8.94743,5.41901,1.4389,-0.64356,5.18362
1569,1206264809,2,5.40461,0.661689,1.07113,-5.25485,6.0818,-0.0156628,-1.31604,-5.93674
1570,1206286505,0,17.9362,-4.29259,2.36688,17.253,3.03467,-1.09558,-0.707258,2.73817
1571,1206314792,0,15.5692,2.44413,-2.00349,15.2448,3.49254,1.55644,0.308487,3.1095
1572,1206336615,0,21.1437,-2.0819,-5.9514,-20.1815,4.27772,-1.42606,-1.01196,-3.90256
1573,1206362752,2,8.45643,3.02905,-1.56282,7.73838,6.7246,2.71807,1.0842,6.05356
1574,1206410023,2,18.4736,1.71959,-3.72896,-18.0111,3.24865,-0.767022,-1.04084,-2.97841
1575,1206476568,2,8.03944,-0.455842,2.17779,-7.72469,3.2809,-1.12527,-0.256647,-3.06937
1576,1206494422,2,27.794,-4.22959,9.63273,25.7258,2.9504,0.652375,0.609032,2.8102
1577,1206529703,2,6.30057,-1.58572,0.124245,6.09557,13.2432,-1.79967,-2.72815,12.8332
1578,1206533962,2,6.83156,-2.53288,0.813867,-6.29136,6.13485,-1.27091,-0.908062,-5.93173
1579,1206548043,0,14.5984,-3.92045,-1.36965,-13.9949,4.87253,-1.47822,-1.68084,-4.32667
1580,1206561223,2,12.5607,1.86831,-2.14642,12.2337,3.27633,-0.702798,-0.718895,3.11648
1581,1206596715,2,6.50432,1.85009,1.75971,-5.98127,3.68798,-0.587362,0.551356,-3.59736
1582,1206601796,2,10.5905,-3.43332,1.30273,9.93287,6.49587,-0.0199907,1.38085,6.3465
1583,1206606553,2,9.78405,1.72909,0.470571,9.61797,10.9489,3.32884,-1.82708,10.2688
1584,1206620583,2,10.9021,0.839834,3.65349,-10.2368,6.00828,-1.60722,-0.219873,-5.78418
1585,1206628961,2,6.40407,-1.9489,-1.66421,5.86798,3.99303,0.368716,-0.908462,3.86935
1586,1206693560,2,6.5872,-0.409094,2.64052,6.01999,4.33363,-1.24949,-0.0219828,4.14819
1587,1206717458,2,5.70398,-1.36162,-0.094189,-5.53727,6.24453,0.780124,-1.10787,-6.09484
1588,1206731036,2,6.86296,-0.5588,-2.55866,-6.34272,4.82044,-2.2916,0.543831,-4.20456
1589,1206771111,2,12.2866,-3.19901,-2.5704,-11.5805,7.37742,-0.23083,-2.33925,-6.99212
1590,1206796621,2,31.2368,6.65251,-5.05084,-30.0992,4.48262,0.0818646,-1.20737,-4.31489
1591,1206804574,0,18.645,-3.16921,0.944819,18.3491,4.00836,1.10218,-0.714588,3.78554
1592,1206836547,2,8.84448,-1.93502,1.15116,-8.55244,7.64632,0.365807,2.57169,-7.19081
